mal_id,title_english,type,source,episodes,status,airing,rating,score,scored_by,rank,popularity,members,favorites,year,genres,studios
1,Cowboy Bebop,TV,Original,26,Finished Airing,FALSE,R - 17+ (violence & profanity),8.75,1052474,47,42,2037770,89098,1998,"Action, Award Winning, Sci-Fi",Sunrise
5,Cowboy Bebop: The Movie,Movie,Original,1,Finished Airing,FALSE,R - 17+ (violence & profanity),8.38,230687,241,654,408768,1773,,"Action, Sci-Fi",Bones
6,Trigun,TV,Manga,26,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.22,398767,407,264,827447,17494,1998,"Action, Adventure, Sci-Fi",Madhouse
18,Initial D Fourth Stage,TV,Manga,24,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.17,118322,466,1301,212751,1423,2004,"Action, Drama",A.C.G.T.
19,Monster,TV,Manga,74,Finished Airing,FALSE,R+ - Mild Nudity,8.89,502743,25,119,1308032,61307,2004,"Drama, Mystery, Suspense",Madhouse
21,One Piece,TV,Manga,,Currently Airing,TRUE,PG-13 - Teens 13 or older,8.73,1508303,52,17,2643713,249284,1999,"Action, Adventure, Fantasy",Toei Animation
30,Neon Genesis Evangelion,TV,Original,26,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.37,1201625,248,45,2007001,116733,1995,"Avant Garde, Award Winning, Drama, Sci-Fi, Suspense","Gainax, Tatsunoko Production"
32,Neon Genesis Evangelion: The End of Evangelion,Movie,Original,1,Finished Airing,FALSE,R+ - Mild Nudity,8.57,688930,122,177,1031056,32121,,"Avant Garde, Drama, Sci-Fi, Suspense","Gainax, Production I.G"
33,Berserk,TV,Manga,25,Finished Airing,FALSE,R+ - Mild Nudity,8.61,407982,104,301,756980,31400,1997,"Action, Adventure, Drama, Fantasy, Horror",OLM
43,Ghost in the Shell,Movie,Manga,1,Finished Airing,FALSE,R+ - Mild Nudity,8.27,359266,347,339,697925,14221,,"Award Winning, Mystery, Sci-Fi, Suspense",Production I.G
44,Samurai X: Trust and Betrayal,OVA,Manga,4,Finished Airing,FALSE,R - 17+ (violence & profanity),8.69,143969,66,945,291401,6447,,"Action, Drama, Romance",Studio Deen
45,Rurouni Kenshin,TV,Manga,94,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.27,247400,340,480,522768,10368,1996,"Action, Comedy, Romance","Gallop, Studio Deen"
57,Beck: Mongolian Chop Squad,TV,Manga,26,Finished Airing,FALSE,R - 17+ (violence & profanity),8.29,150268,330,727,372835,9161,2004,Drama,Madhouse
136,Hunter x Hunter,TV,Manga,62,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.43,312487,204,381,643121,12117,1999,"Action, Adventure, Fantasy",Nippon Animation
137,Hunter x Hunter: Original Video Animation,OVA,Manga,8,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.31,70314,302,1897,136506,439,,"Action, Adventure, Fantasy",Nippon Animation
138,Hunter x Hunter: Greed Island,OVA,Manga,8,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.18,92040,458,1509,181394,321,,"Action, Adventure, Fantasy",Nippon Animation
139,Hunter x Hunter: Greed Island Final,OVA,Manga,14,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.25,83472,367,1692,156281,260,,"Action, Adventure, Fantasy",Nippon Animation
164,Princess Mononoke,Movie,Original,1,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.67,882094,80,106,1370154,24069,,"Action, Adventure, Award Winning, Fantasy",Studio Ghibli
170,Slam Dunk,TV,Manga,101,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.55,150548,131,822,335363,8095,1993,Sports,Toei Animation
185,Initial D First Stage,TV,Manga,26,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.36,216426,257,605,435241,13837,1998,"Action, Drama","Gallop, Studio Comet"
186,Initial D Second Stage,TV,Manga,13,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.19,151370,443,1068,260669,1207,1999,"Action, Drama",Pastel
199,Spirited Away,Movie,Original,1,Finished Airing,FALSE,PG - Children,8.77,1402968,43,44,2012734,34953,,"Adventure, Award Winning, Fantasy",Studio Ghibli
205,Samurai Champloo,TV,Original,26,Finished Airing,FALSE,R - 17+ (violence & profanity),8.52,682150,151,112,1340754,40869,2004,"Action, Adventure, Comedy",Manglobe
232,Cardcaptor Sakura,TV,Manga,70,Finished Airing,FALSE,PG - Children,8.18,233152,453,533,482783,14696,1998,"Adventure, Comedy, Drama, Romance",Madhouse
235,Case Closed,TV,Manga,,Currently Airing,TRUE,PG-13 - Teens 13 or older,8.18,169328,462,721,375729,15969,1996,"Adventure, Comedy, Mystery",TMS Entertainment
245,Great Teacher Onizuka,TV,Manga,43,Finished Airing,FALSE,R - 17+ (violence & profanity),8.68,445783,74,221,911992,28580,1999,Comedy,Studio Pierrot
263,Fighting Spirit,TV,Manga,75,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.78,338379,37,349,685352,24996,2000,Sports,Madhouse
264,Fighting Spirit: Champion Road,TV Special,Manga,1,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.25,94131,365,1697,155840,277,,Sports,Madhouse
265,Fighting Spirit: Mashiba vs. Kimura,OVA,Manga,1,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.25,77414,366,2000,126591,234,,Sports,Madhouse
329,Planetes,TV,Manga,26,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.24,82747,385,998,278322,4100,2003,"Award Winning, Drama, Romance, Sci-Fi",Sunrise
338,The Rose of Versailles,TV,Manga,40,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.35,33949,265,2172,113594,3398,1979,"Drama, Romance",Tokyo Movie Shinsha
372,Cardcaptor Sakura Movie 2: The Sealed Card,Movie,Manga,1,Finished Airing,FALSE,PG - Children,8.21,70547,416,2043,123251,502,,"Award Winning, Comedy, Drama, Romance",Madhouse
392,Yu Yu Hakusho: Ghost Files,TV,Manga,112,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.46,356064,183,304,748080,24559,1992,"Action, Supernatural",Studio Pierrot
431,Howl's Moving Castle,Movie,Novel,1,Finished Airing,FALSE,G - All Ages,8.67,1017759,77,99,1476866,31572,,"Adventure, Award Winning, Drama, Fantasy, Romance",Studio Ghibli
437,Perfect Blue,Movie,Novel,1,Finished Airing,FALSE,R+ - Mild Nudity,8.55,437012,138,274,811000,21728,,"Avant Garde, Award Winning, Drama, Horror, Suspense",Madhouse
440,Revolutionary Girl Utena,TV,Original,39,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.23,71422,392,1135,245706,9662,1997,"Award Winning, Drama",J.C.Staff
457,Mushi-Shi,TV,Manga,26,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.65,296516,82,225,899756,28265,2005,"Adventure, Mystery, Slice of Life, Supernatural",Artland
467,Ghost in the Shell: Stand Alone Complex,TV,Manga,26,Finished Airing,FALSE,R - 17+ (violence & profanity),8.42,171850,209,629,422045,8967,2002,"Award Winning, Mystery, Sci-Fi",Production I.G
486,Kino's Journey,TV,Light novel,13,Finished Airing,FALSE,R - 17+ (violence & profanity),8.28,105414,335,767,352848,7563,2003,"Adventure, Drama, Fantasy",A.C.G.T.
512,Kiki's Delivery Service,Movie,Novel,1,Finished Airing,FALSE,G - All Ages,8.23,425437,390,370,656497,6678,,"Adventure, Award Winning, Comedy, Drama, Fantasy",Studio Ghibli
513,Castle in the Sky,Movie,Original,1,Finished Airing,FALSE,PG - Children,8.26,332915,354,466,533661,4805,,"Adventure, Award Winning, Fantasy",Studio Ghibli
523,My Neighbor Totoro,Movie,Original,1,Finished Airing,FALSE,G - All Ages,8.25,751837,369,144,1155647,9212,,"Adventure, Award Winning, Supernatural",Studio Ghibli
558,Major S2,TV,Manga,26,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.17,47711,470,2796,76370,312,2006,Sports,Studio Hibari
572,Nausicaä of the Valley of the Wind,Movie,Manga,1,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.36,256532,261,652,411408,6055,,"Adventure, Award Winning, Drama, Fantasy",Topcraft
578,Grave of the Fireflies,Movie,Novel,1,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.54,454881,141,300,758991,9113,,Drama,Studio Ghibli
585,Whisper of the Heart,Movie,Manga,1,Finished Airing,FALSE,G - All Ages,8.22,227793,404,665,403869,5691,,"Drama, Romance",Studio Ghibli
627,Major S1,TV,Manga,26,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.2,53974,426,2240,107732,1438,2004,Sports,Studio Hibari
759,Tokyo Godfathers,Movie,Original,1,Finished Airing,FALSE,R+ - Mild Nudity,8.29,164141,326,843,328234,2997,,"Award Winning, Comedy, Drama",Madhouse
777,Hellsing Ultimate,OVA,Manga,10,Finished Airing,FALSE,R - 17+ (violence & profanity),8.34,521997,276,182,1010860,23539,,"Action, Horror, Supernatural","Madhouse, Satelight, Graphinica"
801,Ghost in the Shell: Stand Alone Complex 2nd GIG,TV,Manga,26,Finished Airing,FALSE,R - 17+ (violence & profanity),8.51,108963,156,1165,240850,3279,2004,"Mystery, Sci-Fi",Production I.G
813,Dragon Ball Z,TV,Manga,291,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.21,900923,417,116,1316967,41952,1989,"Action, Adventure, Comedy, Fantasy",Toei Animation
820,Legend of the Galactic Heroes,OVA,Novel,110,Finished Airing,FALSE,R - 17+ (violence & profanity),9.02,87043,10,756,358962,17689,,"Drama, Sci-Fi","K-Factory, Kitty Film Mitaka Studio"
853,Ouran High School Host Club,TV,Manga,26,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.16,724887,494,136,1220509,36917,2006,"Comedy, Romance",Bones
877,Nana,TV,Manga,47,Finished Airing,FALSE,R+ - Mild Nudity,8.57,299036,119,295,771975,35086,2006,"Drama, Romance",Madhouse
918,Gintama,TV,Manga,201,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.93,421736,19,147,1146253,61656,2006,"Action, Comedy, Sci-Fi",Sunrise
962,Aria the Natural,TV,Manga,26,Finished Airing,FALSE,G - All Ages,8.16,31985,488,2610,85481,832,2006,"Sci-Fi, Slice of Life",HAL Film Maker
1033,Millennium Actress,Movie,Original,1,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.24,94451,372,1323,208731,2977,,"Action, Adventure, Award Winning, Drama, Fantasy, Romance",Madhouse
1142,Honey and Clover II,TV,Manga,12,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.18,56426,455,2033,124243,958,2006,"Drama, Romance",J.C.Staff
1210,Welcome to the N.H.K.,TV,Novel,24,Finished Airing,FALSE,R+ - Mild Nudity,8.31,368998,305,266,826421,29866,2006,"Comedy, Drama, Romance",Gonzo
1365,Case Closed Movie 06: The Phantom of Baker Street,Movie,Manga,1,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.29,50641,320,2621,85190,293,,"Adventure, Mystery",TMS Entertainment
1453,Maison Ikkoku,TV,Manga,96,Finished Airing,FALSE,R+ - Mild Nudity,8.2,21145,425,2673,82342,1906,1986,"Comedy, Drama, Romance",Studio Deen
1519,Black Lagoon: The Second Barrage,TV,Manga,12,Finished Airing,FALSE,R - 17+ (violence & profanity),8.17,339854,481,434,571279,3355,2006,Action,Madhouse
1535,Death Note,TV,Manga,37,Finished Airing,FALSE,R - 17+ (violence & profanity),8.62,2977869,97,2,4255809,184714,2006,"Supernatural, Suspense",Madhouse
1575,Code Geass: Lelouch of the Rebellion,TV,Original,25,Finished Airing,FALSE,R - 17+ (violence & profanity),8.71,1510181,58,22,2448711,116405,2006,"Award Winning, Drama, Sci-Fi",Sunrise
1698,Nodame Cantabile,TV,Manga,23,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.25,134160,368,836,330999,4986,2007,"Comedy, Romance",J.C.Staff
1735,Naruto Shippuden,TV,Manga,500,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.29,1807221,321,15,2721147,119705,2007,"Action, Adventure, Fantasy",Studio Pierrot
1842,Major S3,TV,Manga,26,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.21,45669,419,2848,74165,353,2007,Sports,Studio Hibari
1889,Higurashi: When They Cry – Kai,TV,Visual novel,24,Finished Airing,FALSE,R - 17+ (violence & profanity),8.16,266741,490,488,518194,7642,2007,"Horror, Mystery, Suspense",Studio Deen
2001,Gurren Lagann,TV,Original,27,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.64,969409,86,66,1751746,84462,2007,"Adventure, Award Winning, Sci-Fi",Gainax
2150,Moomin,TV,Book,78,Finished Airing,FALSE,G - All Ages,8.28,13827,339,4410,33010,857,1990,"Adventure, Fantasy, Slice of Life",Telescreen
2246,Mononoke,TV,Original,12,Finished Airing,FALSE,R - 17+ (violence & profanity),8.41,105189,222,746,364506,9220,2007,"Horror, Mystery, Supernatural, Suspense",Toei Animation
2251,Baccano!,TV,Light novel,13,Finished Airing,FALSE,R - 17+ (violence & profanity),8.35,397793,268,203,954481,23731,2007,"Action, Mystery, Supernatural",Brain's Base
2402,Tomorrow's Joe,TV,Manga,79,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.36,29096,251,2196,111264,2409,1970,"Drama, Sports",Mushi Production
2418,Sword of the Stranger,Movie,Original,1,Finished Airing,FALSE,R - 17+ (violence & profanity),8.24,171907,375,766,352899,3051,,"Action, Adventure",Bones
2559,Romeo's Blue Skies,TV,Novel,33,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.31,19097,306,3339,55692,695,1995,"Adventure, Drama",Nippon Animation
2685,Tsubasa RESERVoir CHRoNiCLE: Tokyo Revelations,OVA,Manga,3,Finished Airing,FALSE,R - 17+ (violence & profanity),8.26,46704,355,2351,101346,837,,"Action, Adventure, Drama, Fantasy, Romance",Production I.G
2904,Code Geass: Lelouch of the Rebellion R2,TV,Original,25,Finished Airing,FALSE,R - 17+ (violence & profanity),8.91,1287604,22,48,1936843,80801,2008,"Award Winning, Drama, Sci-Fi",Sunrise
2921,Tomorrow's Joe 2,TV,Manga,47,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.78,25793,36,3034,66529,3331,1980,"Drama, Sports",Tokyo Movie Shinsha
2966,Spice and Wolf,TV,Light novel,13,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.21,413330,420,244,866782,18275,2008,"Adventure, Drama, Romance, Supernatural",Imagin
3002,Kaiji: Ultimate Survivor,TV,Manga,26,Finished Airing,FALSE,R - 17+ (violence & profanity),8.26,177205,360,692,388951,10846,2007,Suspense,Madhouse
3091,xxxHOLiC◆Kei,TV,Manga,13,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.2,70017,433,1708,154622,652,2008,"Comedy, Drama, Mystery, Supernatural",Production I.G
3226,Major S4,TV,Manga,26,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.18,42850,461,2962,69469,195,2008,Sports,SynergySP
3297,Aria the Origination,TV,Manga,13,Finished Airing,FALSE,G - All Ages,8.47,34667,178,1838,141061,4289,2008,"Sci-Fi, Slice of Life",HAL Film Maker
3784,Evangelion: 2.0 You Can (Not) Advance,Movie,Original,1,Finished Airing,FALSE,R+ - Mild Nudity,8.29,363014,331,422,589122,3596,,"Drama, Sci-Fi, Suspense",Khara
3786,Evangelion: 3.0+1.0 Thrice Upon a Time,Movie,Original,1,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.58,190141,114,631,420345,8243,,"Award Winning, Drama, Sci-Fi, Suspense",Khara
4081,Natsume's Book of Friends,TV,Manga,13,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.3,198973,314,428,584803,16759,2008,"Slice of Life, Supernatural",Brain's Base
4107,Gurren Lagann The Movie: Childhood's End,Movie,Original,1,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.17,89488,475,1433,191250,464,,Sci-Fi,Gainax
4181,Clannad: After Story,TV,Visual novel,24,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.93,696465,18,123,1276967,73639,2008,"Drama, Romance",Kyoto Animation
4282,The Garden of Sinners Chapter 5: Paradox Spiral,Movie,Light novel,1,Finished Airing,FALSE,R - 17+ (violence & profanity),8.5,139088,162,1098,252629,4698,,"Action, Drama, Fantasy, Mystery, Romance, Suspense",ufotable
4565,Gurren Lagann The Movie: The Lights in the Sky are Stars,Movie,Original,1,Finished Airing,FALSE,R+ - Mild Nudity,8.61,112109,102,1180,236830,1207,,Sci-Fi,Gainax
4921,Ramayana: The Legend of Prince Rama,Movie,Other,1,Finished Airing,FALSE,G - All Ages,8.39,7155,229,6070,15120,226,,Adventure,Nippon Ramayana Film
5028,Major S5,TV,Manga,25,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.39,43736,232,2811,75650,645,2009,Sports,SynergySP
5040,One Outs,TV,Manga,25,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.32,122558,292,1084,255504,4243,2008,"Sports, Suspense",Madhouse
5081,Bakemonogatari,TV,Light novel,15,Finished Airing,FALSE,R - 17+ (violence & profanity),8.32,768282,296,98,1482391,51180,2009,"Mystery, Romance, Supernatural",Shaft
5114,Fullmetal Alchemist: Brotherhood,TV,Manga,64,Finished Airing,FALSE,R - 17+ (violence & profanity),9.11,2290193,3,3,3645704,240910,2009,"Action, Adventure, Drama, Fantasy",Bones
5205,The Garden of Sinners Chapter 7: A Study in Murder - Part 2,Movie,Light novel,1,Finished Airing,FALSE,R+ - Mild Nudity,8.36,118258,259,1274,218343,2356,,"Action, Fantasy, Mystery, Romance, Suspense",ufotable
5258,Fighting Spirit: New Challenger,TV,Manga,26,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.67,187571,76,862,323074,1944,2009,Sports,Madhouse
5300,Natsume's Book of Friends Season 2,TV,Manga,13,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.53,133808,145,1051,265538,1502,2009,"Slice of Life, Supernatural",Brain's Base
5341,Spice and Wolf II,TV,Light novel,12,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.3,288804,315,485,519088,4310,2009,"Adventure, Drama, Romance, Supernatural","Brain's Base, Marvy Jack"
5420,The Beast Player Erin,TV,Novel,50,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.29,22823,317,2457,93950,1532,2009,"Drama, Fantasy","Production I.G, Trans Arts"
5460,Detective Conan Movie 13: The Raven Chaser,Movie,Manga,1,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.2,36414,427,3069,64900,81,,"Action, Mystery","Tokyo Movie Shinsha, TMS Entertainment"
5690,Nodame Cantabile Finale,TV,Manga,11,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.22,71940,405,1931,133187,417,2010,"Comedy, Romance",J.C.Staff
5941,Cross Game,TV,Manga,50,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.36,53548,253,1940,132324,3083,2009,"Drama, Romance, Sports",SynergySP
6114,Rainbow,TV,Manga,26,Finished Airing,FALSE,R - 17+ (violence & profanity),8.46,166451,180,626,422784,8650,2010,"Drama, Suspense",Madhouse
6594,Katanagatari,TV,Light novel,12,Finished Airing,FALSE,R - 17+ (violence & profanity),8.29,223125,316,421,591088,10935,2010,"Action, Adventure, Romance",White Fox
6675,Redline,Movie,Original,1,Finished Airing,FALSE,R+ - Mild Nudity,8.29,224191,322,628,422298,6232,,"Action, Sci-Fi",Madhouse
6811,InuYasha: The Final Act,TV,Manga,26,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.2,152637,421,912,304336,2307,2009,"Action, Adventure, Fantasy, Romance",Sunrise
6864,xxxHOLiC Rou,OVA,Manga,2,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.18,34356,451,2603,85884,195,,"Drama, Mystery, Supernatural",Production I.G
6945,Gintama: Jump Festa 2008 Special,Special,Manga,1,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.35,36636,271,2821,75127,92,,"Action, Comedy, Sci-Fi",Sunrise
7311,The Disappearance of Haruhi Suzumiya,Movie,Light novel,1,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.59,327776,112,376,645985,14197,,"Award Winning, Mystery, Sci-Fi, Supernatural",Kyoto Animation
7472,Gintama: The Movie,Movie,Manga,1,Finished Airing,FALSE,R - 17+ (violence & profanity),8.52,101731,150,1547,176537,638,,"Action, Comedy, Sci-Fi",Sunrise
7655,Major S6,TV,Manga,25,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.31,38924,303,3014,67138,476,2010,Sports,SynergySP
7674,Bakuman.,TV,Manga,25,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.17,309896,479,371,654594,9645,2010,"Comedy, Drama, Romance",J.C.Staff
7785,The Tatami Galaxy,TV,Novel,11,Finished Airing,FALSE,R - 17+ (violence & profanity),8.55,155949,134,519,491230,19095,2010,"Award Winning, Comedy, Mystery, Romance, Suspense",Madhouse
7791,K-ON! Season 2,TV,4-koma manga,26,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.18,411363,458,305,748024,15234,2010,"Award Winning, Comedy",Kyoto Animation
9253,Steins;Gate,TV,Visual novel,24,Finished Airing,FALSE,PG-13 - Teens 13 or older,9.07,1508032,5,14,2786505,201170,2011,"Drama, Sci-Fi, Suspense",White Fox
9260,Kizumonogatari Part 1: Iron-Blooded,Movie,Light novel,1,Finished Airing,FALSE,R - 17+ (violence & profanity),8.36,310232,262,432,576409,3948,,"Action, Mystery, Supernatural",Shaft
9617,K-ON! The Movie,Movie,4-koma manga,1,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.36,208327,258,763,353402,3011,,"Award Winning, Comedy",Kyoto Animation
9735,Gintama: Shinyaku Benizakura-hen,Special,Manga,1,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.27,20941,345,3659,47473,55,,"Action, Comedy, Sci-Fi",Sunrise
9756,Puella Magi Madoka Magica,TV,Original,12,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.38,811242,236,104,1398227,59912,2011,"Award Winning, Drama, Suspense",Shaft
9863,SKET Dance,TV,Manga,77,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.2,88268,430,1177,237422,3275,2011,Comedy,Tatsunoko Production
9969,Gintama Season 2,TV,Manga,51,Finished Airing,FALSE,PG-13 - Teens 13 or older,9.02,255654,11,406,608363,8569,2011,"Action, Comedy, Sci-Fi",Sunrise
9989,Anohana: The Flower We Saw That Day,TV,Original,11,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.29,1030850,329,74,1699123,33110,2011,"Drama, Supernatural",A-1 Pictures
10030,Bakuman. Season 2,TV,Manga,25,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.33,221457,283,735,370733,1375,2011,"Comedy, Drama, Romance",J.C.Staff
10087,Fate/Zero,TV,Light novel,13,Finished Airing,FALSE,R - 17+ (violence & profanity),8.26,909024,359,83,1594038,34400,2011,"Action, Fantasy",ufotable
10162,Bunny Drop,TV,Manga,11,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.32,254527,294,479,522996,6036,2011,Slice of Life,Production I.G
10165,Nichijou - My Ordinary Life,TV,Manga,26,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.47,398852,176,196,975662,25532,2011,Comedy,Kyoto Animation
10271,Kaiji: Against All Rules,TV,Manga,26,Finished Airing,FALSE,R - 17+ (violence & profanity),8.24,116857,379,1302,212469,3010,2011,Suspense,Madhouse
10379,Natsume's Book of Friends Season 3,TV,Manga,13,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.56,126455,126,1031,271088,1500,2011,"Slice of Life, Supernatural",Brain's Base
10408,Into the Forest of Fireflies' Light,Movie,Manga,1,Finished Airing,FALSE,G - All Ages,8.26,485413,361,242,874207,10550,,"Award Winning, Drama, Romance, Supernatural",Brain's Base
10534,Doraemon: Nobita and the Steel Troops - The New Age,Movie,Manga,1,Finished Airing,FALSE,PG - Children,8.33,14260,284,5248,22157,177,,"Adventure, Comedy, Fantasy",Shin-Ei Animation
10800,Chihayafuru,TV,Manga,25,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.17,194275,483,516,493485,8385,2011,"Drama, Romance, Sports",Madhouse
10863,Steins;Gate: Egoistic Poriomania,Special,Visual novel,1,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.29,294905,324,546,471106,888,,"Comedy, Sci-Fi",White Fox
10937,Mobile Suit Gundam: The Origin,OVA,Manga,6,Finished Airing,FALSE,R+ - Mild Nudity,8.32,36072,289,2636,83882,973,,Sci-Fi,Sunrise
11061,Hunter x Hunter,TV,Manga,148,Finished Airing,FALSE,PG-13 - Teens 13 or older,9.03,1957682,9,8,3151639,227808,2011,"Action, Adventure, Fantasy",Madhouse
11577,Steins;Gate: The Movie - Load Region of Déjà Vu,Movie,Visual novel,1,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.45,380342,191,383,638329,2826,,"Drama, Sci-Fi",White Fox
11665,Natsume's Book of Friends Season 4,TV,Manga,13,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.63,117079,91,1055,264822,2109,2012,"Slice of Life, Supernatural",Brain's Base
11741,Fate/Zero Season 2,TV,Light novel,12,Finished Airing,FALSE,R - 17+ (violence & profanity),8.54,752842,140,140,1188580,20678,2012,"Action, Fantasy",ufotable
11843,Daily Lives of High School Boys,TV,Web manga,12,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.23,439980,395,236,880603,14849,2012,Comedy,Sunrise
11917,Major: World Series,OVA,Manga,2,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.28,22082,336,4011,40050,102,,Sports,SynergySP
11977,Puella Magi Madoka Magica the Movie Part 1: Beginnings,Movie,Original,1,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.22,107813,403,1289,215420,983,,"Drama, Suspense",Shaft
11979,Puella Magi Madoka Magica the Movie Part 2: Eternal,Movie,Original,1,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.38,107672,237,1269,219048,1105,,"Drama, Suspense",Shaft
11981,Puella Magi Madoka Magica the Movie: Rebellion,Movie,Original,1,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.5,247644,163,638,417257,9688,,"Award Winning, Drama, Suspense",Shaft
12029,Star Blazers: Space Battleship Yamato 2199,OVA,Original,26,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.31,41712,308,2017,125228,1926,,"Action, Drama, Sci-Fi","Xebec, AIC"
12115,Berserk: The Golden Age Arc III - The Advent,Movie,Manga,1,Finished Airing,FALSE,R+ - Mild Nudity,8.21,152554,414,1139,245460,1688,,"Action, Adventure, Drama, Fantasy, Horror",Studio 4°C
12355,Wolf Children,Movie,Original,1,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.56,483940,127,246,863138,11839,,"Award Winning, Slice of Life, Supernatural",Studio Chizu
12365,Bakuman. Season 3,TV,Manga,25,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.52,202961,148,784,346845,2948,2012,"Comedy, Drama, Romance",J.C.Staff
12431,Space Brothers,TV,Manga,99,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.48,55804,173,1319,209572,3946,2012,Comedy,A-1 Pictures
12531,Kids on the Slope,TV,Manga,12,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.29,181919,323,645,413887,7318,2012,"Drama, Romance","Tezuka Productions, MAPPA"
13125,From the New World,TV,Novel,25,Finished Airing,FALSE,R - 17+ (violence & profanity),8.24,288692,373,270,818483,22410,2012,"Drama, Fantasy, Horror, Mystery, Sci-Fi, Suspense",A-1 Pictures
13601,Psycho-Pass,TV,Original,22,Finished Airing,FALSE,R - 17+ (violence & profanity),8.33,827242,288,70,1739300,40231,2012,"Action, Mystery, Sci-Fi, Suspense",Production I.G
14397,Chihayafuru 2,TV,Manga,25,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.37,137833,244,1106,251727,1659,2013,"Drama, Romance, Sports",Madhouse
